ma_mon,ten_mon,nhom_mon,stt_thanh_phan,thanh_phan_goc,thanh_phan_chuan_hoa,ten_tham_chieu_tieng_anh,nhom_thanh_phan,trang_thai_tham_chieu,vai_tro_trong_mon,phan_an_duoc,loai_dong,nhom_lua_chon,tinh_vao_tong_mac_dinh,khoi_luong_uoc_tinh_g_moi_suat,kcal_tren_100g,kcal_uoc_tinh_thanh_phan_trong_suat,tong_kcal_uoc_tinh_tu_thanh_phan_da_liet_ke_mac_dinh,ty_le_kcal_trong_tong_thanh_phan_da_liet_ke_phan_tram,co_so_khoi_luong,pham_vi_du_lieu,nguon_kcal,ma_du_lieu_nguon,energy_nutrient_field,ten_ban_ghi_nguon,url_nguon_kcal,url_nguon_mon_goc,do_tin_cay_kcal_100g,do_tin_cay_khoi_luong,ghi_chu,ngay_tra_cuu
HN007,Ốc luộc,Ăn vặt hải sản,1,ốc,Thịt ốc chín,"Snail meat, cooked",hải sản,"chín, phần ăn được",dam_chinh_nhuyen_the,có,thành phần được liệt kê,,có,90,90,81,102.8,78.8,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Snail meat, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,trung_binh,thap,"Không tính vỏ ốc. Khối lượng ruột/thịt ăn được, không tính vỏ.",2026-08-02
HN007,Ốc luộc,Ăn vặt hải sản,2,sả,Sả tươi,"Lemongrass, raw",gia vị,tươi,gia_vi_tuoi,có,thành phần được liệt kê,,có,8,99,7.9,102.8,7.7,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Lemongrass, raw",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/node/1560,cao,thap,Phần thân ăn được. Lượng gia vị tươi ước/nấu trong một suất; không nhất thiết ăn hết phần xác.,2026-08-02
HN007,Ốc luộc,Ăn vặt hải sản,3,lá chanh,Lá chanh Thái/chanh ta,Kaffir lime leaves,rau thơm/gia vị,tươi,la_tao_huong,có,thành phần được liệt kê,,có,5,43,2.2,102.8,2.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Kaffir lime leaves,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,thap,thap,Proxy từ lá gia vị tươi; lượng dùng rất nhỏ. Lượng lá tạo hương/chua trong một suất.,2026-08-02
HN007,Ốc luộc,Ăn vặt hải sản,4,gừng,Gừng tươi,"Ginger root, raw",gia vị,"tươi, sống",gia_vi_tuoi,có,thành phần được liệt kê,,có,8,80,6.4,102.8,6.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),USDA SR28 NDB_No 11216,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"GINGER ROOT,RAW",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/node/1560,cao,thap,Gừng củ tươi. Lượng gia vị tươi ước/nấu trong một suất; không nhất thiết ăn hết phần xác. Khớp gần với bản ghi USDA SR28; điểm khớp 100%.,2026-08-02
HN007,Ốc luộc,Ăn vặt hải sản,5,nước mắm,Nước mắm,Fish sauce,gia vị/nước chấm,dạng lỏng,nuoc_cham_gia_vi_long,có,thành phần được liệt kê,,có,15,35,5.3,102.8,5.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Fish sauce,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,cao,thap,"Loại nước mắm thông dụng. Lượng nước chấm/gia vị lỏng thực ăn trong một suất, không phải toàn bộ bát chấm.",2026-08-02
HN008,Bánh tráng trộn,Ăn vặt miền Nam,1,bánh tráng,Bánh tráng gạo khô,"Rice paper, dry",bánh/bột gạo,khô,vo_banh_tinh_bot,có,thành phần được liệt kê,,có,35,340,119,385.7,30.9,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Rice paper, dry",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,Loại bánh tráng mỏng chưa chiên. Tổng khối lượng lá/vỏ bánh ăn được trong một suất.,2026-08-02
HN008,Bánh tráng trộn,Ăn vặt miền Nam,2,xoài,Xoài tươi,"Mango, raw",trái cây,tươi,trai_cay,có,thành phần được liệt kê,,có,80,60,48,385.7,12.4,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Mango, raw",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,Phần thịt quả ăn được. Phần trái cây ăn được; chuỗi có dấu gạch chéo là biến thể/lựa chọn.,2026-08-02
HN008,Bánh tráng trộn,Ăn vặt miền Nam,3,bò khô,Thịt bò khô,Beef jerky,thịt chế biến,sấy khô,dam_kho_topping,có,thành phần được liệt kê,,có,35,410,143.5,385.7,37.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),USDA SR28 NDB_No 19002,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"BEEF JERKY,CHOPD&FORMED",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,"Biến thiên theo đường và độ ẩm. Thịt bò khô đã mất nước, dùng làm topping/nộm. Khớp gần với bản ghi USDA SR28; điểm khớp 100%.",2026-08-02
HN008,Bánh tráng trộn,Ăn vặt miền Nam,4,trứng cút,Trứng cút nguyên quả,"Quail egg, whole",trứng,chín hoặc sống nguyên quả,dam_phu,có,thành phần được liệt kê,,có,27,158,42.7,385.7,11.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),USDA SR28 NDB_No 01140,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"EGG,QUAIL,WHOLE,FRESH,RAW",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,"Giá trị nguyên quả phần ăn được. Khoảng ba quả trứng cút, bỏ vỏ. Khớp gần với bản ghi USDA SR28; điểm khớp 100%.",2026-08-02
HN008,Bánh tráng trộn,Ăn vặt miền Nam,5,sa tế,Sa tế dầu ớt,Chili oil paste,nước sốt/gia vị,"chế biến, nhiều dầu",gia_vi_cay,có,thành phần được liệt kê,,có,5,560,28,385.7,7.3,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),Chili oil paste,https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,thap,thap,Biến thiên lớn theo tỷ lệ dầu. Lượng gia vị cay/sa tế trong một phần.,2026-08-02
HN008,Bánh tráng trộn,Ăn vặt miền Nam,6,rau răm,Rau răm,Vietnamese coriander,rau thơm,"tươi, sống",rau_thom,có,thành phần được liệt kê,,có,15,30,4.5,385.7,1.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Vietnamese coriander,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,Ước tính theo rau thơm tươi. Một nhúm rau thơm/lá gia vị ăn được trong một suất.,2026-08-02
HN009,Chân gà nướng,Ăn vặt nướng,1,chân gà,Chân gà chín,"Chicken feet, cooked",thịt gia cầm,"chín, phần ăn được",dam_chinh_co_xuong,có,thành phần được liệt kê,,có,130,215,279.5,353.8,79,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Chicken feet, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,trung_binh,thap,Không tính phần xương không ăn. Khối lượng phần ăn được sau khi bỏ xương; phù hợp món nguyên phần/con nhỏ.,2026-08-02
HN009,Chân gà nướng,Ăn vặt nướng,2,mật ong,Mật ong,Honey,đường/chất tạo ngọt,dạng lỏng,chat_tao_ngot,có,thành phần được liệt kê,,có,15,304,45.6,353.8,12.9,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),USDA SR28 NDB_No 04686,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"SALAD DRSNG,HONEY MUSTARD DRSNG,RED CAL",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,cao,thap,Mật ong nguyên chất đại diện. Khoảng một thìa canh chất tạo ngọt cho một suất. Khớp gần với bản ghi USDA SR28; điểm khớp 100%.,2026-08-02
HN009,Chân gà nướng,Ăn vặt nướng,3,sả,Sả tươi,"Lemongrass, raw",gia vị,tươi,gia_vi_tuoi,có,thành phần được liệt kê,,có,8,99,7.9,353.8,2.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Lemongrass, raw",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,cao,thap,Phần thân ăn được. Lượng gia vị tươi ước/nấu trong một suất; không nhất thiết ăn hết phần xác.,2026-08-02
HN009,Chân gà nướng,Ăn vặt nướng,4,ớt,Ớt tươi,"Chili pepper, raw",gia vị/rau quả,"tươi, sống",gia_vi,có,thành phần được liệt kê,,có,2,40,0.8,353.8,0.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Chili pepper, raw",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,cao,thap,Ớt đỏ tươi đại diện. Lượng gia vị ước tính được ăn trong một suất.,2026-08-02
HN009,Chân gà nướng,Ăn vặt nướng,5,dưa góp,Dưa góp rau củ ngâm chua ngọt,Vietnamese pickled vegetables,rau củ muối chua,ngâm chua ngọt,rau_muoi_chua,có,thành phần được liệt kê,,có,50,40,20,353.8,5.7,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Vietnamese pickled vegetables,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,thap,thap,Phụ thuộc lượng đường trong nước ngâm. Khẩu phần rau muối/chua dùng kèm hoặc nấu trong một suất.,2026-08-02
HN010,Thịt xiên nướng,Ăn vặt nướng,1,thịt lợn,"Thịt lợn chín, nạc mỡ vừa","Pork, cooked, lean and fat",thịt,chín,dam_chinh,có,thành phần được liệt kê,,có,80,242,193.6,341.1,56.8,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Pork, cooked, lean and fat",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,trung_binh,thap,Giá trị đại diện nhiều phần cắt. Khối lượng thịt lợn thành phẩm trong một suất.,2026-08-02
HN010,Thịt xiên nướng,Ăn vặt nướng,2,sả,Sả tươi,"Lemongrass, raw",gia vị,tươi,gia_vi_tuoi,có,thành phần được liệt kê,,có,8,99,7.9,341.1,2.3,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Lemongrass, raw",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,cao,thap,Phần thân ăn được. Lượng gia vị tươi ước/nấu trong một suất; không nhất thiết ăn hết phần xác.,2026-08-02
